"sigma","index","singular_value","normalized_singular_value"
0.4,13,8.24677138983142e-09,2.96673744454702e-09
0.4,14,1.01380381801744e-09,3.64711182857048e-10
0.4,15,1.20071652785897e-10,4.31952156195094e-11
0.4,16,1.37360262427267e-11,4.94147120942696e-12
0.4,17,1.52119968041922e-12,5.47244471708937e-13
0.4,18,1.63365183610638e-13,5.87698608876906e-14
0.4,19,1.70932586298731e-14,6.1492198618601e-15
0.4,20,3.04811749107041e-15,1.09654601403013e-15
0.4,21,2.55906095459386e-15,9.20610211922832e-16
0.4,22,2.06921185852564e-15,7.44389290208546e-16
0.4,23,1.92024034600477e-15,6.90797485188777e-16
0.4,24,1.83421495483674e-15,6.59850252981672e-16
0.4,25,1.62238685770419e-15,5.83646085573179e-16
0.4,26,1.38210565819557e-15,4.97206047635199e-16
0.4,27,1.32934198195549e-15,4.78224561837444e-16
0.4,28,1.24652505870167e-15,4.48431560959279e-16
0.4,29,1.03633165286473e-15,3.72815466100358e-16
0.4,30,7.46528077739171e-16,2.68559985107067e-16
0.4,31,6.25982083223351e-16,2.251941272683e-16
0.4,32,6.03705292622444e-16,2.1718015601871e-16
0.4,33,5.92445303732391e-16,2.13129427668644e-16
0.4,34,5.23142992718654e-16,1.88198245347813e-16
0.4,35,4.39574930160627e-16,1.58135025617381e-16
0.4,36,4.26351899237168e-16,1.53378102075229e-16
0.4,37,3.8941284093826e-16,1.40089448583901e-16
0.4,38,3.61965244475432e-16,1.30215304104827e-16
0.4,39,3.59434376217963e-16,1.29304836083862e-16
0.4,40,3.41430235720445e-16,1.22827930729515e-16
0.4,41,3.1607505128383e-16,1.13706521692488e-16
0.4,42,3.14183268515168e-16,1.13025961687677e-16
0.4,43,2.8568965328965e-16,1.02775516850042e-16
0.4,44,2.62111730683018e-16,9.42934694456507e-17
0.4,45,2.44801069931336e-16,8.80660401870694e-17
0.4,46,2.32991892509356e-16,8.38177438307175e-17
0.4,47,2.24482906569053e-16,8.07566759277867e-17
0.4,48,2.07379767791633e-16,7.46039017290476e-17
0.4,49,2.05415854754734e-16,7.38973931975288e-17
0.4,50,1.90957481241076e-16,6.86960609351712e-17
0.4,51,1.87061036727338e-16,6.72943332416209e-17
0.4,52,1.75024795834859e-16,6.29643518635343e-17
0.4,53,1.6849039244253e-16,6.06136307988397e-17
0.4,54,1.58260323918891e-16,5.69334114845534e-17
0.4,55,1.50654526296275e-16,5.41972613554878e-17
0.4,56,1.47304175897241e-16,5.2991988466097e-17
0.4,57,1.44915209985276e-16,5.21325691503742e-17
0.4,58,1.3462504380519e-16,4.84307299852052e-17
0.4,59,1.29537166631645e-16,4.66003899635789e-17
0.4,60,1.22559579140589e-16,4.40902354917519e-17
0.4,61,1.20434901831651e-16,4.33258927651208e-17
0.4,62,1.16089068658121e-16,4.17624996026086e-17
0.4,63,1.11968340565626e-16,4.02800869403786e-17
0.4,64,1.06846531582814e-16,3.84375401090379e-17
0.4,65,1.0103154231617e-16,3.63456249119869e-17
0.4,66,9.61532695212663e-17,3.45906890854403e-17
0.4,67,9.5972296396346e-17,3.45255848500034e-17
0.4,68,9.19622261526097e-17,3.30829808314143e-17
0.4,69,9.02881048268395e-17,3.24807235128713e-17
0.4,70,8.55802138983612e-17,3.0787081766044e-17
0.4,71,8.38012505788044e-17,3.01471080304906e-17
0.4,72,8.0044017864099e-17,2.87954611306702e-17
0.4,73,7.7923661625623e-17,2.8032672888932e-17
0.4,74,7.61442882865857e-17,2.73925516507879e-17
0.4,75,7.32860188954947e-17,2.63643026029717e-17
0.4,76,6.93549530298147e-17,2.49501200399539e-17
0.4,77,6.36212103483271e-17,2.28874329219938e-17
0.4,78,6.04362724603184e-17,2.17416664099546e-17
0.4,79,5.88302066944065e-17,2.11638917608343e-17
0.4,80,5.58850934403042e-17,2.01044010393926e-17
0.4,81,5.44400360591621e-17,1.95845484037976e-17
0.4,82,5.15771545180234e-17,1.85546401565687e-17
0.4,83,5.02426608301904e-17,1.80745622926318e-17
0.4,84,4.5796946106649e-17,1.64752372095615e-17
0.4,85,4.4538612642874e-17,1.60225576300947e-17
0.4,86,4.35040087231475e-17,1.56503637079117e-17
0.4,87,4.08283053912991e-17,1.4687791946206e-17
0.4,88,3.70153168505548e-17,1.33160871486894e-17
0.4,89,3.45063094156142e-17,1.24134834564052e-17
0.4,90,3.31808766045624e-17,1.19366652005206e-17
0.4,91,3.22487918267807e-17,1.16013520602598e-17
0.4,92,3.06230055669067e-17,1.10164830556521e-17
0.4,93,3.01755969428495e-17,1.08555298952867e-17
0.4,94,2.81898497867022e-17,1.01411666414673e-17
0.4,95,2.67390695289523e-17,9.61925522777353e-18
0.4,96,2.58248905539094e-17,9.29038361631822e-18
0.4,97,2.45229232492075e-17,8.8220069666153e-18
0.4,98,2.3716651925931e-17,8.53195462829318e-18
0.4,99,2.30759071173703e-17,8.3014496796171e-18
0.4,100,2.22618124900947e-17,8.00858294426404e-18
0.4,101,2.10206806769241e-17,7.56209157816506e-18
0.4,102,1.97229220990449e-17,7.0952289982561e-18
0.4,103,1.87452827535475e-17,6.74352781527848e-18
0.4,104,1.78836242374573e-17,6.43355019333912e-18
0.4,105,1.70413078005183e-17,6.13053079392838e-18
0.4,106,1.40460773214602e-17,5.05301063516332e-18
0.4,107,1.22927270633212e-17,4.4222510786851e-18
0.4,108,1.20422580095729e-17,4.33214600782411e-18
0.4,109,1.11389316268191e-17,4.00717856569669e-18
0.4,110,1.03717451737357e-17,3.73118682666074e-18
0.4,111,1.00706485743373e-17,3.62286873299288e-18
0.4,112,9.5129699432525e-18,3.42224645323586e-18
0.4,113,7.49680894006071e-18,2.69694196016117e-18
0.4,114,6.87802369203217e-18,2.47433686070089e-18
0.4,115,5.51894551820428e-18,1.98541484288754e-18
0.4,116,5.05477921773533e-18,1.81843318679409e-18
0.4,117,4.80511447875612e-18,1.72861746441018e-18
0.4,118,4.3806195065806e-18,1.57590738316216e-18
0.4,119,3.69320771494885e-18,1.32861420554701e-18
0.4,120,3.25590857784573e-18,1.17129788584017e-18
0.4,121,2.98205921128417e-18,1.07278185677389e-18
0.4,122,2.45470626204307e-18,8.83069099253413e-19
0.4,123,2.30096472126743e-18,8.27761298874243e-19
0.4,124,1.7892748083458e-18,6.43683245427358e-19
0.4,125,1.63594893344839e-18,5.88524978904177e-19
0.4,126,1.17170195489281e-18,4.21514299246328e-19
0.4,127,1.08476653095501e-18,3.90239687005729e-19
0.4,128,9.84125101664045e-19,3.54034403430341e-19
0.4,129,8.84490783801782e-19,3.18191423482049e-19
0.4,130,8.01452343766282e-19,2.88318732977513e-19
0.4,131,6.88455971390227e-19,2.4766881640054e-19
0.4,132,4.90014269742401e-19,1.762803421712e-19
0.4,133,4.49700189661019e-19,1.61777540375654e-19
0.4,134,4.01310766994903e-19,1.44369671846572e-19
0.4,135,3.36054405449679e-19,1.20894000927669e-19
0.4,136,2.67042121956483e-19,9.60671546511471e-20
0.4,137,2.27269153072345e-19,8.17590150785055e-20
0.4,138,1.94940644215165e-19,7.01289851893263e-20
0.4,139,1.5610168679471e-19,5.61568518731891e-20
0.4,140,1.42227815372483e-19,5.11657915050184e-20
0.4,141,1.09250989926347e-19,3.93025327545728e-20
0.4,142,1.02237715866832e-19,3.67795402066177e-20
0.4,143,8.06524523863738e-20,2.90143426049418e-20
0.4,144,7.5093068093484e-20,2.7014380101958e-20
0.4,145,6.49933424776316e-20,2.3381051039248e-20
0.4,146,5.24545859915329e-20,1.88702920261833e-20
0.4,147,4.49199125222582e-20,1.61597284786967e-20
0.4,148,4.10294304483882e-20,1.47601457450077e-20
0.4,149,3.73953299569046e-20,1.34527950867094e-20
0.4,150,3.69142636193105e-20,1.32797337212869e-20
0.4,151,2.25246667782787e-20,8.10314354529839e-21
0.4,152,1.87775909420992e-20,6.75515053503278e-21
0.4,153,1.57327169408044e-20,5.65977135128247e-21
0.4,154,9.3829481204115e-21,3.37547171046728e-21
0.4,155,7.47726425454457e-21,2.68991085094016e-21
0.4,156,6.36071219190035e-21,2.2882364675424e-21
0.4,157,4.69115122450376e-21,1.68761971659947e-21
0.4,158,3.51571992806558e-21,1.26476380417107e-21
0.4,159,3.15944458682524e-21,1.13659541614836e-21
0.4,160,2.61900700490639e-21,9.42175523207461e-22
0.4,161,2.24293563107857e-21,8.06885605030156e-22
0.4,162,1.43700101053727e-21,5.16954393942524e-22
0.4,163,1.20589731594541e-21,4.33815920483171e-22
0.4,164,9.24490162652307e-22,3.32581012981377e-22
0.4,165,8.5085338172147e-22,3.06090525376398e-22
0.4,166,7.23416798191285e-22,2.60245810360978e-22
0.4,167,6.26663702677867e-22,2.25439336679723e-22
0.4,168,5.14545621726613e-22,1.8510538133582e-22
0.4,169,3.94747846322912e-22,1.4200869182387e-22
0.4,170,3.16823876509726e-22,1.13975908065903e-22
0.4,171,2.11782129776827e-22,7.61876308672204e-23
0.4,172,1.82195149152254e-22,6.55438529399894e-23
0.4,173,1.34326592962894e-22,4.8323363690283e-23
0.4,174,7.67958138204037e-23,2.76269349149632e-23
0.4,175,4.8743305172527e-23,1.75351761059639e-23
0.4,176,4.0935295916134e-23,1.47262812872142e-23
0.4,177,2.53813469376855e-23,9.13082087444765e-24
0.4,178,1.89227515604331e-23,6.807371388689e-24
0.4,179,1.21462676109914e-23,4.36956297557238e-24
0.4,180,7.296919839787e-24,2.62503279104439e-24
0.4,181,5.28457808722744e-24,1.90110225552534e-24
0.4,182,4.93653202044078e-24,1.77589431050621e-24
0.4,183,3.744141014208e-24,1.34693722178495e-24
0.4,184,2.41452963435884e-24,8.68615745314997e-25
0.4,185,2.12416114675702e-24,7.64157039699972e-25
0.4,186,1.32402138610725e-24,4.76310502360818e-25
0.4,187,1.17888938633183e-24,4.24099944097178e-25
0.4,188,8.15858182147995e-25,2.93501165971814e-25
0.4,189,7.46495326953288e-25,2.68548203164992e-25
0.4,190,3.41209628790352e-25,1.22748568418e-25
0.4,191,3.16431501612867e-25,1.13834753031553e-25
0.4,192,2.84246514053671e-25,1.022563542582e-25
0.4,193,1.86769362464388e-25,6.71894047894302e-26
0.4,194,1.1786647232271e-25,4.24019122595804e-26
0.4,195,9.78227467054407e-26,3.51912756957608e-26
0.4,196,8.42964495864178e-26,3.03252535578664e-26
0.4,197,4.10564187062687e-26,1.47698546445797e-26
0.4,198,3.10361810545049e-26,1.11651210052548e-26
0.4,199,2.42627736032069e-26,8.72841934795922e-27
0.4,200,1.76565621251627e-26,6.35186566021225e-27
0.4,201,1.22849003216457e-26,4.41943544496618e-27
0.4,202,1.0351637793929e-26,3.7239532907999e-27
0.4,203,5.86537692331197e-27,2.11004192091802e-27
0.4,204,5.44480961458724e-27,1.95874479823016e-27
0.4,205,2.39926463256829e-27,8.63124232301923e-28
0.4,206,1.36054392700662e-27,4.89449315665352e-28
0.4,207,6.85700470017889e-28,2.46677537666914e-28
0.4,208,3.46725828520272e-28,1.24732995476392e-28
0.4,209,1.76295072572782e-28,6.34213279800278e-29
0.4,210,7.14043611494531e-29,2.56873850277025e-29
0.4,211,4.40668504002002e-29,1.58528433693126e-29
0.4,212,1.7228224659232e-29,6.19777325980378e-30
0.4,213,9.25310520758588e-30,3.32876132974013e-30
0.4,214,4.80899313208448e-30,1.73001279180799e-30
0.4,215,3.5700813557693e-30,1.28432007358658e-30
0.4,216,2.9857704524117e-30,1.07411695841528e-30
0.4,217,1.97907978730755e-30,7.1196469905679e-31
0.4,218,1.37861801052374e-30,4.95951382693938e-31
0.4,219,4.14195602606329e-31,1.49004931206664e-31
0.4,220,2.25695227882647e-31,8.11928028513848e-32
0.4,221,3.08799463920096e-32,1.11089163159951e-32
0.4,222,8.84055723939903e-33,3.18034912731133e-33
0.4,223,4.23394121394271e-33,1.5231405532719e-33
0.4,224,1.91408699149822e-33,6.88583844678907e-34
0.4,225,1.48478573614395e-33,5.34144725532112e-34
0.4,226,7.41023363695548e-34,2.66579689970612e-34
0.4,227,3.70481032825691e-34,1.3327881914293e-34
0.4,228,1.27951857306383e-34,4.60300823469223e-35
0.4,229,4.33117691819028e-35,1.55812064318853e-35
0.4,230,2.72648309373124e-35,9.80839543590431e-36
0.4,231,9.33732822308168e-36,3.35906016572729e-36
0.4,232,3.01317207407902e-36,1.08397456367666e-36
0.4,233,1.34662611477737e-36,4.84442447797327e-37
0.4,234,6.3906720174181e-37,2.29901437467648e-37
0.4,235,2.05237980502999e-37,7.38334037672294e-38
0.4,236,1.18012767523688e-37,4.24545412740372e-38
0.4,237,7.90284626808213e-38,2.84301199023503e-38
0.4,238,4.64868390119178e-38,1.67234229562056e-38
0.4,239,2.15809750615861e-38,7.76365486303988e-39
0.4,240,8.70225881643465e-39,3.13059691635079e-39
0.7,1,2.8999916977443,1
0.7,2,0.819461680956712,0.282573802398853
0.7,3,0.152577451949338,0.0526130650884336
0.7,4,0.0226620226725869,0.00781451294850743
0.7,5,0.00289369406691923,0.000997828396946803
0.7,6,0.00032943196472154,0.000113597554426719
0.7,7,3.41780885577386e-05,1.17855815188448e-05
0.7,8,3.27949366166496e-06,1.13086312082061e-06
0.7,9,2.94150948936769e-07,1.01431652085614e-07
0.7,10,2.48623631823387e-08,8.5732532274756e-09
0.7,11,1.99283543588089e-09,6.87186600372333e-10
0.7,12,1.52254919191461e-10,5.25018465776609e-11
0.7,13,1.11343301862886e-11,3.8394351938832e-12
0.7,14,7.82145533065109e-13,2.69706128356673e-13
0.7,15,5.29371506713234e-14,1.82542421457618e-14
0.7,16,4.69046825206697e-15,1.61740747593014e-15
0.7,17,3.69376394650554e-15,1.27371535214348e-15
0.7,18,3.45165728713553e-15,1.1902300581827e-15
0.7,19,3.37881108856273e-15,1.16511060745135e-15
0.7,20,2.73711470780047e-15,9.43835359918267e-16
0.7,21,2.50408010980457e-15,8.63478371938901e-16
0.7,22,1.9116397866388e-15,6.59188020478035e-16
0.7,23,1.79572860800809e-15,6.19218534109896e-16
0.7,24,1.49246100347556e-15,5.14643198681031e-16
0.7,25,1.47270356347274e-15,5.07830268830857e-16
0.7,26,1.24791289765197e-15,4.30316024222631e-16
0.7,27,9.9934541436866e-16,3.4460285356885e-16
0.7,28,8.94144408042742e-16,3.08326540637422e-16
0.7,29,7.87834005206788e-16,2.71667676090104e-16
0.7,30,7.50011926329825e-16,2.58625542588004e-16
0.7,31,6.9702351922664e-16,2.40353625759966e-16
0.7,32,6.41566786583792e-16,2.21230559757403e-16
0.7,33,5.64168622932233e-16,1.9454146140179e-16
0.7,34,5.07724574841562e-16,1.7507794082186e-16
0.7,35,4.79604790971785e-16,1.65381435865777e-16
0.7,36,4.60922485455535e-16,1.58939243106818e-16
0.7,37,4.18997374264058e-16,1.44482266825097e-16
0.7,38,3.94871743309875e-16,1.36163059920833e-16
0.7,39,3.87814235892043e-16,1.33729429706194e-16
0.7,40,3.5360605365339e-16,1.21933471026291e-16
0.7,41,3.37979615053508e-16,1.16545028496599e-16
0.7,42,3.13484932042767e-16,1.08098561898162e-16
0.7,43,2.87147977472509e-16,9.90168274260446e-17
0.7,44,2.60480322809442e-16,8.98210581127013e-17
0.7,45,2.54090748545266e-16,8.76177503345631e-17
0.7,46,2.46500080492257e-16,8.50002710987042e-17
0.7,47,2.16166051597853e-16,7.4540231189625e-17
0.7,48,2.11027814329203e-16,7.27684201624946e-17
0.7,49,2.02940023441139e-16,6.99795187686199e-17
0.7,50,1.96479475127013e-16,6.77517371100893e-17
0.7,51,1.92441291457763e-16,6.63592559963016e-17
0.7,52,1.75188494229835e-16,6.04099985410656e-17
0.7,53,1.63117150586568e-16,5.62474543335575e-17
0.7,54,1.60820390577742e-16,5.54554658562759e-17
0.7,55,1.49733749682105e-16,5.16324752924541e-17
0.7,56,1.3975991220137e-16,4.81932111426661e-17
0.7,57,1.330498558818e-16,4.58793919945667e-17
0.7,58,1.31506410784005e-16,4.53471680233756e-17
0.7,59,1.24334792131098e-16,4.28741889943372e-17
0.7,60,1.16051693007079e-16,4.00179397400854e-17
0.7,61,1.12030925911679e-16,3.86314643586119e-17
0.7,62,1.10352640315778e-16,3.80527435308223e-17
0.7,63,1.03576525303459e-16,3.5716145457942e-17
0.7,64,1.0101960329721e-16,3.48344456902362e-17
0.7,65,9.46833195222924e-17,3.26495139954849e-17
0.7,66,9.42693286518758e-17,3.25067581142392e-17
0.7,67,9.00147285292483e-17,3.10396504235735e-17
0.7,68,8.26425053790484e-17,2.84974972319163e-17
0.7,69,7.94921189908207e-17,2.74111539880104e-17
0.7,70,7.83179741187854e-17,2.70062752868236e-17
0.7,71,7.35499283745262e-17,2.5362116874933e-17
0.7,72,7.07884678312188e-17,2.44098863752887e-17
0.7,73,7.00297786907216e-17,2.41482686813183e-17
0.7,74,6.66000558796798e-17,2.29656022572352e-17
0.7,75,6.37114907014994e-17,2.19695424476754e-17
0.7,76,6.05765595231545e-17,2.08885286017449e-17
0.7,77,5.69977546830355e-17,1.96544544342558e-17
0.7,78,5.15774141588668e-17,1.77853661439739e-17
0.7,79,5.04487100348046e-17,1.73961567110848e-17
0.7,80,4.8151055781507e-17,1.66038598727577e-17
0.7,81,4.47229698986479e-17,1.54217579082846e-17
0.7,82,4.15938842127959e-17,1.43427597551913e-17
0.7,83,3.90966674267355e-17,1.34816480533879e-17
0.7,84,3.83394053764222e-17,1.32205224608897e-17
0.7,85,3.51186990812309e-17,1.21099309037841e-17
0.7,86,3.41155778589312e-17,1.17640260437529e-17
0.7,87,3.23719705385366e-17,1.11627804188945e-17
0.7,88,2.92557599794216e-17,1.00882219773862e-17
0.7,89,2.78382806892398e-17,9.59943461593124e-18
0.7,90,2.7569372727936e-17,9.50670746725941e-18
0.7,91,2.55821444187407e-17,8.82145436438293e-18
0.7,92,2.50039663408533e-17,8.62208204261488e-18
0.7,93,2.40786924607446e-17,8.3030211705343e-18
0.7,94,2.22871865122632e-17,7.68525873008492e-18
0.7,95,2.08839970686939e-17,7.20139891605142e-18
0.7,96,2.01163680510702e-17,6.93669849700511e-18
0.7,97,1.88086014557477e-17,6.48574320760214e-18
0.7,98,1.68365197799402e-17,5.80571309670858e-18
0.7,99,1.569363819862e-17,5.41161487145878e-18
0.7,100,1.46270304007138e-17,5.0438180261313e-18
0.7,101,1.41365681317837e-17,4.87469262163045e-18
0.7,102,1.17080920523699e-17,4.03728467963436e-18
0.7,103,1.13544951577142e-17,3.91535436689216e-18
0.7,104,1.07121146264449e-17,3.69384320471577e-18
0.7,105,9.59256780110529e-18,3.30779147008134e-18
0.7,106,7.79260250460356e-18,2.68711200472225e-18
0.7,107,6.92388700075894e-18,2.38755407684255e-18
0.7,108,6.29738180899469e-18,2.17151718533987e-18
0.7,109,5.85885327980792e-18,2.02030001822595e-18
0.7,110,5.05168412583399e-18,1.74196503037003e-18
0.7,111,4.48411445796342e-18,1.54625079149409e-18
0.7,112,4.21128690183356e-18,1.4521720545301e-18
0.7,113,3.50876357773827e-18,1.20992193890331e-18
0.7,114,3.21051302297873e-18,1.10707662559033e-18
0.7,115,2.96875837728046e-18,1.02371271600179e-18
0.7,116,2.68228735258044e-18,9.24929321234542e-19
0.7,117,1.98185610979607e-18,6.8340061502163e-19
0.7,118,1.76991873088087e-18,6.1031855100053e-19
0.7,119,1.575010042134e-18,5.4310846591702e-19
0.7,120,1.48487852349681e-18,5.12028542927137e-19
0.7,121,1.26122173428986e-18,4.34905291374066e-19
0.7,122,1.16024901311622e-18,4.00087011979618e-19
0.7,123,1.03679900013196e-18,3.57517920116258e-19
0.7,124,7.96895993733036e-19,2.74792508665761e-19
0.7,125,5.55738107584613e-19,1.91634378821458e-19
0.7,126,5.30213512372492e-19,1.82832769067894e-19
0.7,127,4.97524475142867e-19,1.71560654994239e-19
0.7,128,4.25277638159369e-19,1.46647881264682e-19
0.7,129,3.33294404091588e-19,1.1492943388453e-19
0.7,130,2.71363394537026e-19,9.35738522107151e-20
0.7,131,2.6081312751108e-19,8.99358186831874e-20
0.7,132,2.43907498614431e-19,8.41062747883555e-20
0.7,133,2.17329148660878e-19,7.49413002905917e-20
0.7,134,1.53958077534383e-19,5.3089144239322e-20
0.7,135,1.43396126520383e-19,4.9447081738862e-20
0.7,136,1.14947455461791e-19,3.96371670826508e-20
0.7,137,1.00305644288945e-19,3.45882522239514e-20
0.7,138,8.85388788234579e-20,3.05307352749755e-20
0.7,139,8.28455692062238e-20,2.856751944175e-20
0.7,140,7.09229613271552e-20,2.44562635756238e-20
0.7,141,5.71885135196629e-20,1.97202335317532e-20
0.7,142,5.25671636718775e-20,1.8126660056567e-20
0.7,143,4.27560475613836e-20,1.47435068847406e-20
0.7,144,3.35301791598899e-20,1.15621638454933e-20
0.7,145,2.37662572684259e-20,8.19528458888763e-21
0.7,146,1.99461802289365e-20,6.87801287308901e-21
0.7,147,1.5025380918616e-20,5.18118066693196e-21
0.7,148,1.2502299491831e-20,4.31115009796604e-21
0.7,149,1.01822009899259e-20,3.51111384141063e-21
0.7,150,9.46345203614132e-21,3.26326866504559e-21
0.7,151,8.45285880681086e-21,2.91478724348961e-21
0.7,152,7.15636527756165e-21,2.46771922937852e-21
0.7,153,6.74638325593383e-21,2.32634571374165e-21
0.7,154,3.29825176569792e-21,1.13733145107395e-21
0.7,155,2.55553214079722e-21,8.81220502384539e-22
0.7,156,2.04883724365461e-21,7.06497623854667e-22
0.7,157,1.81142545186034e-21,6.24631254382321e-22
0.7,158,1.57579983038164e-21,5.43380807471742e-22
0.7,159,1.29117459760054e-21,4.45233894498682e-22
0.7,160,9.07982158780879e-22,3.13098192483494e-22
0.7,161,8.82637442022993e-22,3.04358609960689e-22
0.7,162,8.49286918286826e-22,2.92858396438661e-22
0.7,163,4.30827736078344e-22,1.48561713612303e-22
0.7,164,3.92822913988137e-22,1.35456565028682e-22
0.7,165,2.78659384833643e-22,9.60897181362254e-23
0.7,166,2.42752247488561e-22,8.37079111907049e-23
0.7,167,1.86468158843062e-22,6.42995491980556e-23
0.7,168,1.35780244616955e-22,4.6820908046933e-23
0.7,169,1.02050881805916e-22,3.51900599871697e-23
0.7,170,6.29640414519389e-23,2.17118005892618e-23
0.7,171,4.40782763124078e-23,1.51994491386624e-23
0.7,172,4.03430952577689e-23,1.39114519842071e-23
0.7,173,3.28557195120632e-23,1.13295908873185e-23
0.7,174,3.21097273587362e-23,1.10723514773205e-23
0.7,175,2.98875168283717e-23,1.03060697903443e-23
0.7,176,2.31175932501976e-23,7.97160670086718e-24
0.7,177,1.80342960000186e-23,6.21874056192858e-24
0.7,178,1.47511140993007e-23,5.08660563089701e-24
0.7,179,8.90906118319124e-24,3.07209885811776e-24
0.7,180,8.44984298507093e-24,2.91374730198141e-24
0.7,181,5.06420222650191e-24,1.74628162916501e-24
0.7,182,4.8280033653532e-24,1.6648335128368e-24
0.7,183,3.02817191373476e-24,1.04420020101787e-24
0.7,184,2.67780664919288e-24,9.2338424667759e-25
0.7,185,1.32362421652205e-24,4.56423450298705e-25
0.7,186,8.05457153807537e-25,2.77744641280886e-25
0.7,187,6.37918837342166e-25,2.19972642624584e-25
0.7,188,5.05381080740422e-25,1.74269837094197e-25
0.7,189,2.84753513863778e-25,9.81911479557918e-26
0.7,190,2.7156213301653e-25,9.36423829170819e-26
0.7,191,2.0280205093354e-25,6.99319419056564e-26
0.7,192,1.64286945195725e-25,5.66508329398021e-26
0.7,193,1.1807452443116e-25,4.07154698142765e-26
0.7,194,6.96057649319063e-26,2.40020566217647e-26
0.7,195,5.30862448226409e-26,1.83056540692627e-26
0.7,196,3.83235996414557e-26,1.32150721918497e-26
0.7,197,3.19878127509124e-26,1.10303118370282e-26
0.7,198,2.83386800404231e-26,9.7719866103292e-27
0.7,199,1.81204421688057e-26,6.24844622241518e-27
0.7,200,1.01759132829725e-26,3.50894566039194e-27
0.7,201,8.08752035986349e-27,2.78880810802121e-27
0.7,202,6.11961865446579e-27,2.11021937036089e-27
0.7,203,5.66658150773928e-27,1.95399921735877e-27
0.7,204,5.10838418578544e-27,1.76151683115469e-27
0.7,205,2.90480060153059e-27,1.00165824743224e-27
0.7,206,2.81169807585236e-27,9.69553836322838e-28
0.7,207,1.282631697668e-27,4.42288058502259e-28
0.7,208,5.01859986114815e-28,1.73055663057648e-28
0.7,209,1.56752173271423e-28,5.40526282862636e-29
0.7,210,6.93051370951727e-29,2.38983915537001e-29
0.7,211,3.48355741116088e-29,1.20123013244159e-29
0.7,212,1.47639063648771e-29,5.09101676958625e-30
0.7,213,9.97749229441013e-30,3.4405244339737e-30
0.7,214,7.14052835309203e-30,2.46225820530664e-30
0.7,215,5.57450884245302e-30,1.92224993153913e-30
0.7,216,4.12462071974129e-30,1.42228707859734e-30
0.7,217,2.53959868789553e-30,8.75726192551141e-31
0.7,218,7.38312344312792e-31,2.54591192411714e-31
0.7,219,2.82719896438729e-31,9.74898985602742e-32
0.7,220,5.74370802965792e-32,1.98059464588314e-32
0.7,221,3.75621124923276e-32,1.29524896645547e-32
0.7,222,9.95949013825332e-33,3.43431677614806e-33
0.7,223,3.11723991537043e-33,1.07491339295734e-33
0.7,224,1.91547985012442e-33,6.6051218409154e-34
0.7,225,8.54226765707963e-34,2.94561796977697e-34
0.7,226,5.95195821009758e-34,2.05240525851408e-34
0.7,227,5.62778342286777e-34,1.94062052910194e-34
0.7,228,1.6254745998006e-34,5.60510087344369e-35
0.7,229,5.45713888312997e-35,1.88177741590595e-35
0.7,230,2.50691938385356e-35,8.64457434758699e-36
0.7,231,1.57081078515578e-35,5.41660442123889e-36
0.7,232,7.3479318609631e-36,2.53377686104362e-36
0.7,233,1.98226336700556e-36,6.83541048944184e-37
0.7,234,9.68551467726403e-37,3.33984220878899e-37
0.7,235,6.30107779223747e-37,2.17279166596878e-37
0.7,236,1.68344183936559e-37,5.80498847867401e-38
0.7,237,8.84249718935357e-38,3.04914569108302e-38
0.7,238,7.91934220334144e-38,2.73081547423096e-38
0.7,239,3.81294069940804e-38,1.31481090182908e-38
0.7,240,1.71357770174731e-38,5.90890554300616e-39
1,1,2.92745912895901,1
1,2,0.589252787962063,0.201284718933582
1,3,0.076591036868879,0.0261629739289014
1,4,0.00795631376781012,0.00271782232213071
1,5,0.000710943478995874,0.000242853426018174
1,6,5.66480582437382e-05,1.93505889402056e-05
1,7,4.11367846643933e-06,1.40520440601408e-06
1,8,2.76290070630504e-07,9.43787969223507e-08
1,9,1.73464824708023e-08,5.92543967538521e-09
1,10,1.02629017401597e-09,3.50573698489487e-10
1,11,5.75821279225573e-11,1.9669660748785e-11
1,12,3.07950339645971e-12,1.05193728103551e-12
1,13,1.57658007095368e-13,5.38548960550069e-14
1,14,7.75383695209553e-15,2.64865762783604e-15
1,15,3.66847551517603e-15,1.25312612527592e-15
1,16,3.36702038684123e-15,1.15015111689656e-15
1,17,2.77375655025965e-15,9.47496251210169e-16
1,18,2.31299039473281e-15,7.90101686425696e-16
1,19,2.27168134455424e-15,7.75990797645069e-16
1,20,2.23327883711035e-15,7.62872763967331e-16
1,21,1.76290865651896e-15,6.02197529960338e-16
1,22,1.64323367249557e-15,5.61317374592997e-16
1,23,1.58706938231859e-15,5.42132037513004e-16
1,24,1.37614720337572e-15,4.7008246494805e-16
1,25,1.26073489760475e-15,4.30658411293708e-16
1,26,1.09500036732251e-15,3.74044630201854e-16
1,27,1.01237360744073e-15,3.45819894606258e-16
1,28,9.87462408990548e-16,3.37310399732783e-16
1,29,7.81518958765188e-16,2.66961526818341e-16
1,30,7.13258379191024e-16,2.43644180079349e-16
1,31,6.85192661419447e-16,2.34057122998366e-16
1,32,6.29724414873348e-16,2.15109549658265e-16
1,33,5.9995712887548e-16,2.04941248518411e-16
1,34,5.47082173862794e-16,1.86879525815049e-16
1,35,5.17374699017276e-16,1.76731655755431e-16
1,36,4.61873097370265e-16,1.57772688541174e-16
