"required_revenue","lambda","achieved_revenue","welfare","efficiency","build_probability","channel","epsilon"
0.623491110555702,23.3186815904447,0.623654801976667,90.5685048653953,0.905274846277082,0.903600000000002,"Logistic",2
0.645758650218405,23.8423380521622,0.645804191965597,90.046374724794,0.900055909700047,0.898300000000003,"Logistic",2
0.668026189881109,24.4142572943743,0.668087268382201,89.507528213943,0.894669885132206,0.892850000000004,"Logistic",2
0.690293729543813,25.0080617177309,0.690436127919932,88.9529654384896,0.889126769100361,0.887250000000004,"Logistic",2
0.712561269206516,25.5831327580061,0.712693506330793,88.3882656171184,0.883482328521992,0.881550000000005,"Logistic",2
0.73482880886922,26.157971712597,0.734998595260955,87.8121132418407,0.877723414275401,0.875700000000005,"Logistic",2
0.757096348531923,26.785390322185,0.757197564696558,87.2228486947255,0.871833437698014,0.869750000000006,"Logistic",2
0.779363888194627,27.5363430323945,0.779367925219109,86.6201028715599,0.865808709419443,0.863650000000007,"Logistic",2
0.801631427857331,28.2477960770351,0.801692400724036,86.0026985946414,0.859637462994333,0.857350000000008,"Logistic",2
0.823898967520034,28.934874860014,0.823998736894928,85.3628963682797,0.853242338519459,0.850900000000008,"Logistic",2
0.846166507182738,29.6377702779391,0.846278457319093,84.7064334424714,0.84668068250967,0.844300000000009,"Logistic",2
0.868434046845442,30.4693386753206,0.868482612697209,84.0416802651317,0.840036161532727,0.83755000000001,"Logistic",2
0.890701586508145,31.4754710268166,0.890852045821236,83.3511853481023,0.833134339748235,0.83055000000001,"Logistic",2
0.912969126170849,32.4315233855203,0.913007906839201,82.6388420873784,0.826014133482196,0.823400000000011,"Logistic",2
0.935236665833552,33.5708946472812,0.935353822434904,81.8970229476988,0.81859930192859,0.815950000000012,"Logistic",2
0.957504205496256,34.6592756207922,0.957574617438806,81.1336075111185,0.810968605219807,0.808300000000013,"Logistic",2
0.97977174515896,35.9431609598196,0.979871418379941,80.3448660649573,0.803084763121639,0.800350000000014,"Logistic",2
1.00203928482166,37.1700192966816,1.00210284633026,79.53708632021,0.795010624265767,0.792150000000015,"Logistic",2
1.02430682448437,38.7630685592939,1.02435837230548,78.6937713657808,0.786581294258955,0.783650000000016,"Logistic",2
1.04657436414707,40.2810680337565,1.04659161019583,77.819384720441,0.777841388072768,0.774800000000017,"Logistic",2
1.06884190380977,42.0378520780109,1.06887888042546,76.9063029390869,0.768714705784237,0.765550000000018,"Logistic",2
1.09110944347248,43.9619727678666,1.09111627456618,75.9508529170053,0.759164532982435,0.755900000000019,"Logistic",2
1.11337698313518,46.1814267409801,1.11337970662564,74.949157053419,0.749152111221999,0.74580000000002,"Logistic",2
1.13564452279789,48.6043880464867,1.13571125710729,73.8923713309546,0.738589040385469,0.735150000000021,"Logistic",2
1.15791206246059,51.2075761264584,1.15791383066573,72.7870449237213,0.727540782551454,0.724000000000022,"Logistic",2
1.18017960212329,54.7531951382076,1.18019989379348,71.6047788587663,0.715723476614899,0.712100000000023,"Logistic",2
1.202447141786,58.7382247730786,1.20251356043522,70.3381632742976,0.70306305751859,0.699350000000025,"Logistic",2
1.2247146814487,63.7416780748513,1.22476839835769,68.984019521927,0.689527753175361,0.685650000000027,"Logistic",2
1.2469822211114,69.818896114253,1.24699224612492,67.5106888875003,0.674801119832144,0.670800000000028,"Logistic",2
1.26924976077411,77.7034165853337,1.26927134658519,65.873498973786,0.658436635846604,0.65435000000003,"Logistic",2
1.29151730043681,89.4075126062263,1.2915667399425,64.0081489788174,0.639791584429912,0.635700000000032,"Logistic",2
1.31378484009951,108.412698139033,1.31378873903132,61.8331727047879,0.618051672580262,0.613900000000034,"Logistic",2
1.33605237976222,144.369035950286,1.33606823933833,59.064979869062,0.590382281906854,0.586250000000037,"Logistic",2
0,0,0.113937491257346,100.045312468203,1,1,"Laplace",4
0.0406897458435232,0,0.113937491257346,100.045312468203,1,1,"Laplace",4
0.0813794916870463,0,0.113937491257346,100.045312468203,1,1,"Laplace",4
0.12206923753057,3.43470543793069,0.122941659336048,100.017229341484,0.999719295926752,0.9997,"Laplace",4
0.162758983374093,4.17607497876793,0.163251565483296,99.8597157032093,0.998144872953914,0.998,"Laplace",4
0.203448729217616,4.48083176868054,0.204090817650538,99.6820310801009,0.996368831491053,0.9961,"Laplace",4
0.244138475061139,4.83269807506717,0.244966761241771,99.4884113878862,0.994433511510157,0.99405,"Laplace",4
0.284828220904662,5.03196557798776,0.284967236400876,99.2908841491162,0.992459133761746,0.99195,"Laplace",4
0.325517966748185,5.25793192572508,0.326215050018563,99.0788312855515,0.99033956555477,0.9897,"Laplace",4
0.366207712591708,5.47260591781827,0.366673260843357,98.8608415146857,0.988160655164189,0.9874,"Laplace",4
0.406897458435232,5.65792676418865,0.407291779616607,98.6344753201663,0.985898018475526,0.985,"Laplace",4
0.447587204278755,5.83350045047798,0.448393331978155,98.3964428389661,0.983518771758935,0.9825,"Laplace",4
0.488276950122278,5.98245648023043,0.488566285886305,98.1578829400668,0.981134253254132,0.98,"Laplace",4
