"channel","n","lambda","probability","ci_lower","ci_upper","collapse_coordinate","channel_display","population_label"
"Logistic",100,1.9,0.0019,0.00121674415962871,0.00296579501723932,9.32579189139475,"Logistic","n = 100"
"Logistic",100,1.95,0.0013,0.000759911872579653,0.00222308810233318,9.84389144091668,"Logistic","n = 100"
"Logistic",100,2,0.001,0.000543285986497247,0.001839944387438,10.3619909904386,"Logistic","n = 100"
"Logistic",200,0,1,0.999616001629323,1,-14.6540681918661,"Logistic","n = 200"
"Logistic",200,0.05,1,0.999616001629323,1,-13.9213647822728,"Logistic","n = 200"
"Logistic",200,0.1,1,0.999616001629323,1,-13.1886613726795,"Logistic","n = 200"
"Logistic",200,0.15,1,0.999616001629323,1,-12.4559579630862,"Logistic","n = 200"
"Logistic",200,0.2,1,0.999616001629323,1,-11.7232545534929,"Logistic","n = 200"
"Logistic",200,0.25,1,0.999616001629323,1,-10.9905511438996,"Logistic","n = 200"
"Logistic",200,0.3,1,0.999616001629323,1,-10.2578477343063,"Logistic","n = 200"
"Logistic",200,0.35,1,0.999616001629323,1,-9.52514432471296,"Logistic","n = 200"
"Logistic",200,0.4,1,0.999616001629323,1,-8.79244091511966,"Logistic","n = 200"
"Logistic",200,0.45,1,0.999616001629323,1,-8.05973750552635,"Logistic","n = 200"
"Logistic",200,0.5,1,0.999616001629323,1,-7.32703409593305,"Logistic","n = 200"
"Logistic",200,0.55,1,0.999616001629323,1,-6.59433068633974,"Logistic","n = 200"
"Logistic",200,0.6,1,0.999616001629323,1,-5.86162727674644,"Logistic","n = 200"
"Logistic",200,0.65,0.9996,0.998971871664643,0.999844437163377,-5.12892386715313,"Logistic","n = 200"
"Logistic",200,0.7,0.9973,0.996074405846301,0.998143669374224,-4.39622045755983,"Logistic","n = 200"
"Logistic",200,0.75,0.986,0.983503497632536,0.988123255951166,-3.66351704796652,"Logistic","n = 200"
"Logistic",200,0.8,0.9543,0.95002955372164,0.958221545358763,-2.93081363837322,"Logistic","n = 200"
"Logistic",200,0.85,0.8894,0.883102676926094,0.895398265142823,-2.19811022877991,"Logistic","n = 200"
"Logistic",200,0.9,0.7847,0.77653543476226,0.792645916565477,-1.46540681918661,"Logistic","n = 200"
"Logistic",200,0.95,0.6449,0.635466712076327,0.654222005195851,-0.732703409593304,"Logistic","n = 200"
"Logistic",200,1,0.497,0.487203390107267,0.506798913882957,0,"Logistic","n = 200"
"Logistic",200,1.05,0.3577,0.348361726266943,0.367147559669351,0.732703409593305,"Logistic","n = 200"
"Logistic",200,1.1,0.245,0.236669415158414,0.253526424010631,1.46540681918661,"Logistic","n = 200"
"Logistic",200,1.15,0.1559,0.148922295732868,0.163141971945831,2.19811022877992,"Logistic","n = 200"
"Logistic",200,1.2,0.0964,0.0907693978673809,0.102340565617429,2.93081363837322,"Logistic","n = 200"
"Logistic",200,1.25,0.056,0.0516617528236581,0.0606792377295027,3.66351704796652,"Logistic","n = 200"
"Logistic",200,1.3,0.033,0.0296741981023485,0.0366844563758634,4.39622045755983,"Logistic","n = 200"
"Logistic",200,1.35,0.0185,0.0160378718578467,0.0213319185731149,5.12892386715314,"Logistic","n = 200"
"Logistic",200,1.4,0.0102,0.00841015237783062,0.0123660124260842,5.86162727674644,"Logistic","n = 200"
"Logistic",200,1.45,0.0057,0.00440241582972305,0.00737720495952783,6.59433068633975,"Logistic","n = 200"
"Logistic",200,1.5,0.0032,0.0022677138537915,0.00451382692731277,7.32703409593305,"Logistic","n = 200"
"Logistic",200,1.55,0.0016,0.000985132659693478,0.00259763691619695,8.05973750552635,"Logistic","n = 200"
"Logistic",200,1.6,8e-04,0.00040543371989688,0.00157795025338663,8.79244091511966,"Logistic","n = 200"
"Logistic",200,1.65,5e-04,0.000213588426163826,0.00117002594614209,9.52514432471296,"Logistic","n = 200"
"Logistic",200,1.7,3e-04,0.00010203219941781,0.000881735772236379,10.2578477343063,"Logistic","n = 200"
"Logistic",200,1.75,3e-04,0.00010203219941781,0.000881735772236379,10.9905511438996,"Logistic","n = 200"
"Logistic",200,1.8,1e-04,1.76526736011224e-05,0.000566268897401338,11.7232545534929,"Logistic","n = 200"
"Logistic",200,1.85,1e-04,1.76526736011224e-05,0.000566268897401338,12.4559579630862,"Logistic","n = 200"
"Logistic",200,1.9,1e-04,1.76526736011224e-05,0.000566268897401338,13.1886613726795,"Logistic","n = 200"
"Logistic",200,1.95,1e-04,1.76526736011224e-05,0.000566268897401338,13.9213647822728,"Logistic","n = 200"
"Logistic",200,2,0,0,0.000383998370676596,14.6540681918661,"Logistic","n = 200"
"Logistic",500,0,1,0.999616001629323,1,-23.1701162368611,"Logistic","n = 500"
"Logistic",500,0.05,1,0.999616001629323,1,-22.011610425018,"Logistic","n = 500"
"Logistic",500,0.1,1,0.999616001629323,1,-20.853104613175,"Logistic","n = 500"
"Logistic",500,0.15,1,0.999616001629323,1,-19.6945988013319,"Logistic","n = 500"
"Logistic",500,0.2,1,0.999616001629323,1,-18.5360929894889,"Logistic","n = 500"
"Logistic",500,0.25,1,0.999616001629323,1,-17.3775871776458,"Logistic","n = 500"
"Logistic",500,0.3,1,0.999616001629323,1,-16.2190813658028,"Logistic","n = 500"
"Logistic",500,0.35,1,0.999616001629323,1,-15.0605755539597,"Logistic","n = 500"
"Logistic",500,0.4,1,0.999616001629323,1,-13.9020697421167,"Logistic","n = 500"
"Logistic",500,0.45,1,0.999616001629323,1,-12.7435639302736,"Logistic","n = 500"
"Logistic",500,0.5,1,0.999616001629323,1,-11.5850581184305,"Logistic","n = 500"
"Logistic",500,0.55,1,0.999616001629323,1,-10.4265523065875,"Logistic","n = 500"
"Logistic",500,0.6,1,0.999616001629323,1,-9.26804649474444,"Logistic","n = 500"
"Logistic",500,0.65,1,0.999616001629323,1,-8.10954068290138,"Logistic","n = 500"
"Logistic",500,0.7,1,0.999616001629323,1,-6.95103487105833,"Logistic","n = 500"
"Logistic",500,0.75,1,0.999616001629323,1,-5.79252905921527,"Logistic","n = 500"
"Logistic",500,0.8,0.997,0.9957205933136,0.997897712305948,-4.63402324737222,"Logistic","n = 500"
"Logistic",500,0.85,0.9744,0.971117526897777,0.977318135448125,-3.47551743552916,"Logistic","n = 500"
"Logistic",500,0.9,0.897,0.890889261477331,0.902805843816352,-2.31701162368611,"Logistic","n = 500"
"Logistic",500,0.95,0.7274,0.718586260829576,0.73603909671144,-1.15850581184305,"Logistic","n = 500"
"Logistic",500,1,0.4949,0.485104529713367,0.504699387070013,0,"Logistic","n = 500"
"Logistic",500,1.05,0.2895,0.280693140020744,0.29846852329331,1.15850581184306,"Logistic","n = 500"
"Logistic",500,1.1,0.143,0.136275733522412,0.149998441314251,2.31701162368611,"Logistic","n = 500"
"Logistic",500,1.15,0.0596,0.0551268205169274,0.0644114052479645,3.47551743552917,"Logistic","n = 500"
"Logistic",500,1.2,0.0206,0.0179945903728368,0.023573587264968,4.63402324737222,"Logistic","n = 500"
"Logistic",500,1.25,0.0062,0.00483978481188496,0.00793945197899524,5.79252905921527,"Logistic","n = 500"
"Logistic",500,1.3,0.0018,0.00113892799151306,0.0028436879850291,6.95103487105833,"Logistic","n = 500"
"Logistic",500,1.35,3e-04,0.00010203219941781,0.000881735772236379,8.10954068290138,"Logistic","n = 500"
"Logistic",500,1.4,1e-04,1.76526736011224e-05,0.000566268897401338,9.26804649474444,"Logistic","n = 500"
"Logistic",500,1.45,0,0,0.000383998370676596,10.4265523065875,"Logistic","n = 500"
"Logistic",500,1.5,0,0,0.000383998370676596,11.5850581184305,"Logistic","n = 500"
"Logistic",500,1.55,0,0,0.000383998370676596,12.7435639302736,"Logistic","n = 500"
"Logistic",500,1.6,0,0,0.000383998370676596,13.9020697421167,"Logistic","n = 500"
"Logistic",500,1.65,0,0,0.000383998370676596,15.0605755539597,"Logistic","n = 500"
"Logistic",500,1.7,0,0,0.000383998370676596,16.2190813658028,"Logistic","n = 500"
"Logistic",500,1.75,0,0,0.000383998370676596,17.3775871776458,"Logistic","n = 500"
"Logistic",500,1.8,0,0,0.000383998370676596,18.5360929894889,"Logistic","n = 500"
"Logistic",500,1.85,0,0,0.000383998370676596,19.6945988013319,"Logistic","n = 500"
"Logistic",500,1.9,0,0,0.000383998370676596,20.853104613175,"Logistic","n = 500"
"Logistic",500,1.95,0,0,0.000383998370676596,22.011610425018,"Logistic","n = 500"
"Logistic",500,2,0,0,0.000383998370676596,23.1701162368611,"Logistic","n = 500"
